اسم السيارة,موديل السيارة,سعر السيارة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات,حالة الإعلان,تاريخ نشر الإعلان,تاريخ إنتهاء الإعلان,Number_of_Additions,فتحة السقف,الدفع
فولكسفاجن بورا,موديل سنة 2002,42000 شيكل,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,,نقدا فقط,للبيع فقط,3,,إعلان منتهي,2017-10-10,2017-11-09,0.0,0.0,
اوبل كورسا,موديل سنة 1998,31000 شيكل,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,١١٣٥٠٠,١+٤,نقدا فقط,للبيع فقط,٤,إغلاق مركزيجهاز إنذارمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-10,2017-11-09,5.0,0.0,
بي ام دبليو i 116,موديل سنة 2014,125000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,74000,4+1,نقدا فقط,للبيع فقط,غير منمره,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2018-04-15,2018-05-29,7.0,1.0,
فولكسفاجن LT,موديل سنة 2005,52000 شيكل,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,,,نقدا فقط,للبيع فقط,,جهاز إنذارمسجل CD,إعلان منتهي,2017-10-10,2017-11-09,2.0,0.0,
مرسيدس C250,موديل سنة 2001,32000 شيكل,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,2000000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-11,2017-11-10,6.0,0.0,
فولكسفاجن جولف,موديل سنة 2006,68000 شيكل,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع فقط,3,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-11,2017-10-28,7.0,1.0,
فولكسفاجن باسات,موديل سنة 2002,5000 شيكل,أبيض,ديزل,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,2000,,,نقدا فقط,للبيع فقط,,,إعلان منتهي,2017-10-16,2017-11-30,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
فولكسفاجن جولف,موديل سنة 2002,62000 شيكل,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,91000,4+1,نقدا فقط,للبيع فقط,3,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-11,2017-11-10,7.0,1.0,
سكودا اوكتافيا,موديل سنة 2008,50000 شيكل,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,٤+١,نقدا فقط,للبيع فقط,يد ثانية,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-12,2017-10-27,6.0,0.0,
سكودا اوكتافيا,موديل سنة 2014,90000 شيكل,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150000,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيمسجل CDوسادة حماية هوائية,إعلان منتهي,2017-10-12,2017-11-11,4.0,0.0,
سكودا اوكتافيا,موديل سنة 2004,46000 شيكل,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,620,٤+١,إمكانية التقسيط,للبيع فقط,5,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-12,2017-11-11,6.0,0.0,
فولكسفاجن باسات,موديل سنة 1998,32000 شيكل,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,يد ثانيه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-14,2017-11-13,6.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
دراجة نارية ktm duke 390,موديل سنة 2016,38000 شيكل,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,390,,,نقدا فقط,للبيع أو التبديل,,جنطات مغنيسيومفرش جلد,إعلان منتهي,2017-10-14,2017-11-13,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
كيا برايد,موديل سنة 2014,70000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,65000,4+1,نقدا فقط,للبيع فقط,يد أولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-14,2017-11-28,7.0,1.0,
فولكسفاجن باسات,موديل سنة 2005,48000 شيكل,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,شغال,4+1,نقدا فقط,للبيع أو التبديل,يد تالته,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-14,2017-11-13,7.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
فورد فوكس,موديل سنة 2013,70000 شيكل,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,51000,5+1,نقدا فقط,للبيع فقط,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-14,2017-11-13,6.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
فولكسفاجن كادي,موديل سنة 2008,70000 شيكل,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع فقط,,مُكيّفمسجل CDفرش جلد,إعلان منتهي,2017-10-15,2017-11-14,3.0,0.0,
فولكسفاجن GTI,موديل سنة 2014,145000 شيكل,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٦٠٠,,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-15,2017-11-14,6.0,0.0,
بيجو 307,موديل سنة 2004,32000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1111111,4+1,إمكانية التقسيط,للبيع أو التبديل,3,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-15,2017-10-30,5.0,0.0,
سكودا اوكتافيا,موديل سنة 2014,97000 شيكل,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,4+1,نقدا فقط,للبيع أو التبديل,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-15,2017-11-14,7.0,0.0,
بي ام دبليو 316,موديل سنة 1987,26000 شيكل,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,٣٦٣٦٣٦,,نقدا فقط,للبيع فقط,٦,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-15,2017-11-29,7.0,0.0,
سكودا اوكتافيا,موديل سنة 2007,57000 شيكل,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,إمكانية التقسيط,للبيع فقط,,جهاز إنذارمسجل CDجنطات مغنيسيوم,إعلان منتهي,2017-10-16,2017-11-15,3.0,0.0,
فولكسفاجن كبينة,موديل سنة 2001,7500 شيكل,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2400,٢٢٠,٥+١,نقدا فقط,للبيع فقط,يد رابعه,مُكيّفإغلاق مركزيمسجل CDفرش جلد,إعلان منتهي,2017-10-16,2017-11-15,4.0,0.0,
مرسيدس 410,موديل سنة 1994,26500 شيكل,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,2500,490000,2+1,إمكانية التقسيط,للبيع فقط,2,مسجل CD,إعلان منتهي,2017-10-16,2017-11-15,1.0,0.0,
هونداي H1,موديل سنة 2006,32000 شيكل,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,٧+1,نقدا فقط,للبيع فقط,,جهاز إنذارمسجل CD,إعلان منتهي,2017-10-16,2017-11-15,2.0,0.0,
سكودا اوكتافيا,موديل سنة 2002,44000 شيكل,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,460000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ثالثه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-11-15,6.0,0.0,
بيجو 207,موديل سنة 2011,45000 شيكل,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,48000,4+1,نقدا فقط,للبيع فقط,1,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDوسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-11-15,5.0,0.0,
اوبل استرا,موديل سنة 2006,40000 شيكل,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,159000,4+1,نقدا فقط,للبيع أو التبديل,3,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-10-31,6.0,0.0,
ميتسوبيشي كاريزما,موديل سنة 1999,1500 شيكل,أبيض,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,190,4+1,نقدا فقط,للبيع أو التبديل,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CD,إعلان منتهي,2017-10-16,2017-11-15,4.0,0.0,
فولكسفاجن بولو,موديل سنة 2001,25000 شيكل,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,٠٠٠٠٠٠٠٠٠٠٠٠,٤+١,نقدا فقط,للبيع فقط,٤,مسجل CDوسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-11-15,2.0,0.0,
بيجو 206,موديل سنة 2008,37000 شيكل,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,يد ثالثة ( فتيات),مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-10-31,6.0,0.0,
سكودا فابيا,موديل سنة 2010,52000 شيكل,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140 الف كيلو متر,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-11-15,6.0,0.0,
اوبل كورسا,موديل سنة 2016,69000 شيكل,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40,4+1,نقدا فقط,للبيع فقط,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-16,2017-11-15,6.0,0.0,
فولكسفاجن باسات,موديل سنة 2005,50000 شيكل,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,000000000,4+1,إمكانية التقسيط,للبيع أو التبديل,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-19,2017-11-03,6.0,1.0,
بي ام دبليو X5,موديل سنة 2008,219000 شيكل,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,6+1,إمكانية التقسيط,للبيع أو التبديل,159000,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-21,2017-11-20,7.0,1.0,
,,,,,,,,,,,,,,,,,,,,,
فولكسفاجن بولو,موديل سنة 2014,59000 شيكل,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,٦٨٠٠٠,,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-17,2017-11-01,5.0,0.0,
فولكسفاجن بورا,موديل سنة 2004,36000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,950000,,إمكانية التقسيط,للبيع فقط,2,مُكيّفجهاز إنذارمسجل CDفتحة سقف,إعلان منتهي,2017-10-17,2017-11-16,3.0,1.0,
فولكسفاجن توران,موديل سنة 2010,74900 شيكل,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,120000,6+1,نقدا فقط,للبيع أو التبديل,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-17,2017-11-16,7.0,0.0,
كيا سيراتو,موديل سنة 2007,53000 شيكل,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,93000,4+1,نقدا فقط,للبيع فقط,1,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2017-10-17,2017-11-16,7.0,1.0,
هونداي توسان,موديل سنة 2008,65000 شيكل,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,123000,5+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-18,2017-11-03,6.0,1.0,
فولكسفاجن توران,موديل سنة 2014,125000 شيكل,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,6+1,نقدا فقط,للبيع فقط,0,مُكيّفإغلاق مركزيمسجل CDفتحة سقفجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-19,2017-11-18,5.0,1.0,
فولكسفاجن بولو,موديل سنة 2014,59000 شيكل,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,60000,5+1,نقدا فقط,للبيع فقط,1,مُكيّفإغلاق مركزيمسجل CDوسادة حماية هوائية,إعلان منتهي,2017-10-18,2017-11-17,4.0,0.0,
سيت ليون,موديل سنة 2014,73000 شيكل,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,,نقدا فقط,للبيع أو التبديل,,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-18,2017-11-02,5.0,0.0,
فولكسفاجن بولو,موديل سنة 1999,23000 شيكل,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,000000,4+1,نقدا فقط,للبيع فقط,6,مُكيّفمسجل CDجنطات مغنيسيوم,إعلان منتهي,2017-10-18,2017-11-17,3.0,0.0,
اوبل كورسا,موديل سنة 2009,35000 شيكل,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,130000,4+1,نقدا فقط,للبيع فقط,4,إغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2017-10-19,2017-11-18,5.0,0.0,
